roleplay_id,dataset,title,message,Contextual Alignment,Character Consistency,Descriptive Depth,Role-Specific Knowledge,Engagement and Collaboration,Creativity and Emotional Nuance
4333793,giantplayground,Fire Emblem: Eternity of Darkness IC Thread,"[{'content': ' http://img807.imageshack.us/img807/5...pineportra.png  ""I guess if you say so..."" Noel walks over and, somewhat reluctantly, blasts at one of the demon soldiers with her magic.  (to D8, attack soldier 4)', 'role': 'user'}
 {'content': ' Hell Team: Turn 4   Noel Firpine moves to D8 and attacks Soldier 4! {table] http://img820.imageshack.us/img820/3...pineattack.png |Noel attacks Soldier 4! Miss!|Soldier 4 cannot counter!| http://img9.imageshack.us/img9/1628/...ldierdefen.png [/table] Noel gains 1 experience.  Shien-thietal moves to E5 and attacks Soldier 3 with Wind! {table] http://img32.imageshack.us/img32/96/...ietalattac.png |Shien-thietal attacks Soldier 3 and deals 10 damage!|Soldier 3 cannot counter!| http://img9.imageshack.us/img9/1628/...ldierdefen.png [/table] Shien-thietal gains 10 experience. +1 Support with Prince Egon!  Joran moves to D6 and attacks Soldier 3! {table] http://img200.imageshack.us/img200/8...ranattacks.png |Joran attacks Soldier 3 and deals 10 damage!| http://img9.imageshack.us/img9/1628/...ldierdefen.png [/table] Soldier 3 is slain! Joran gains 30 experience. +1 Support with Prince Egon!  Prince Egon attacks Soldier 4! {table] http://img815.imageshack.us/img815/6...gonattacks.png |Prince Egon attacks Soldier 4! Aaand rolls a natural 100...|Soldier 4 counters for 6 damage!|Prince Egon attacks again and deals 9 damage!| http://img9.imageshack.us/img9/1628/...ldierdefen.png [/table] Soldier 4 is slain! Prince Egon gains 29 experience. +1 Support with Joran! +1 Support with Shien-thietal!  Gerald moves to C8 and looks feminine.  Chet moves to C7 and heals Gerald! {table] http://img593.imageshack.us/img593/3...hethealing.png |Chet heals Gerald for 15 hp!| http://img534.imageshack.us/img534/1...ddefending.png [/table] Chet gains 11 experience. +1 Support with Gerald!   http://img828.imageshack.us/img828/7...iralbattle.png  Chet has reached level 4!    Spoiler   \n  Hide  \n \n +1 Hp! \n+1 Mag! \n+1 Skl! \n+1 Luck! \n   Enemy Phase:  Lich 2 moves to and attacks Noel! {table] http://img19.imageshack.us/img19/716...ichattacks.png |Lich 2 attacks Noel and deals 10 damage!|Noel counters for 10 damage!| http://img215.imageshack.us/img215/8...pinebattle.png [/table] Noel gains 12 experience. +1 Support with Gerald!  Lich 4 appears on K9.  End Phase:  Lich 2 takes 5 fire damage!   http://img7.imageshack.us/img7/517/s...team1turn4.png   Hell Team:    Spoiler   \n  Hide  \n \n Prince Egon: (Xondoure) HP 10/23 LV 4: XP 89/100 \n   Spoiler   \n  Hide  \n \n (E6-) Swords 4 Move 9 Con  \nMercenary Lord, Level 4 \n \nStats \n   Spoiler   \n  Hide  \n \n HP-23\t75%\tAttack Speed-\t10 \nStr-9\t50%\tCritical-\t5 \nSkl-11\t50%\tHit-\t114 \nSpd-10\t50%\tAvoid-\t22 \nLuck-2\t40%\tDamage-\t14 \nDef-7\t50%\tCritical Avoid\t2 \nRes-0\t30%\t \n  \n \nSupports: Earth Affinity \n   Spoiler   \n  Hide  \n \n Chet Stamsou (21/25) \nShien-thietal (12/25) \nJoran Halbrook (9/25) \nGerald Henderson (8/25) \nNoel Firpine (0/25) \n  \n \nWeapon EXP: \n   Spoiler   \n  Hide  \n \n Swords (D): (28/30) \n  \n \nEquipment: \n   Spoiler   \n  Hide  \n \n Iron Sword (25/50)  (e)  \nVulnerary (3/3) \nSpeedwing \nRed Gem \n  \n  \n \nChet Stamsou: (Admiral Harkov) HP 11/19 LV 4: XP 10/100 \n   Spoiler   \n  Hide  \n \n (C7-) Staves 4 Move 6 Con  \nPriest, Level 4 \n \nStats \n   Spoiler   \n  Hide  \n \n HP-19\t55%\tAttack Speed-\t7 \nMag-6\t50%\tCritical-\t- \nSkl-7\t30%\tHit-\t- \nSpd-7\t45%\tAvoid-\t23 \nLuck-9\t60%\tHeal-\t16 \nDef-1\t10%\tCritical Avoid\t9 \nRes-7\t60% \n  \n \nSupports: Light Affinity \n   Spoiler   \n  Hide  \n \n Prince Egon (21/25) \nShien-thietal (10/25) \nJoran Halbrook (17/25) \nGerald Henderson (14/25) \nNoel Firpine (0/25) \n  \n \nWeapon EXP: \n   Spoiler   \n  Hide  \n \n Staves (D): (28/30) \n  \n \nEquipment: \n   Spoiler   \n  Hide  \n \n Heal: (12/40)  (e)  \nVulnerary: (3/3) \n  \n  \n \nShien-thietal: (bladescape) HP 21/21 LV 4: XP 84/100 \n   Spoiler   \n  Hide  \n \n (E5-) Wind, Swords 4 Move 6 Con  \nSpellsword, Level 4  \n \nStats \n   Spoiler   \n  Hide  \n \n HP-21\t50%\tAttack Speed-\t8/8 \nStr-4\t40%\tCritical-\t9/4 \nMag-7\t40%\tHit-\t116/111 \nSkl-8\t50%\tAvoid-\t18/18 \nSpd-8\t50%\tDamage-\t6/11 \nLuck-2\t25%\tCritical Avoid\t2 \nDef-4\t30% \nRes-6\t25% \n  \n \nSupports: Wind Affinity \n   Spoiler   \n  Hide  \n \n Prince Egon (12/25) \nChet Stamsou (10/25) \nJoran Halbrook (12/25) \nGerald Henderson (8/25) \nNoel Firpine (0/25) \n  \n \nWeapon EXP: \n   Spoiler   \n  Hide  \n \n Swords (D): (1/30) \nWind (D): (5/30) \n  \n \nEquipment: \n   Spoiler   \n  Hide  \n \n Slim Sword: (34/35)  (e)  \nWind: (17/40)  \nVulnerary: (3/3) \nJavelin: (20/20) \n  \n  \n \nJoran Halbrook: (TheSummoner) HP 8/21 LV 3: XP 96/100 \n   Spoiler   \n  Hide  \n \n (D6-) Bows 6 Move 11 Con Mounted \nBow Knight, Level 3 \n \nStats \n   Spoiler   \n  Hide  \n \n HP-21\t55%\tAttack Speed-\t8 \nStr-8\t45%\tCritical-\t3 \nSkl-6\t55%\tHit-\t101 \nSpd-8\t55%\tAvoid-\t20 \nLuck-4\t35%\tDamage-\t14 \nDef-5\t30%\tCritical Avoid\t4 \nRes-3\t25%\t \n   \n \nSupports: Dark Affinity \n   Spoiler   \n  Hide  \n \n Prince Egon (8/25) \nChet Stamsou (17/25) \nShien-thietal (13/25) \nGerald Henderson (16/25) \nNoel Firpine (0/25) \n  \n \nWeapon EXP: \n   Spoiler   \n  Hide  \n \n Bows (D): (23/30) \n  \n \nEquipment: \n   Spoiler   \n  Hide  \n \n Iron Bow: (28/50)  (e)  \nVulnerary: (3/3) \n  \n  \n \nGerald Henderson: (Kuzon) HP 19/19 LV 3: XP 36/100 \n   Spoiler   \n  Hide  \n \n (C8-) Swords 5 Move 8 Con Pick Lock, Mug \nThief, Level 3 \n \nStats \n   Spoiler   \n  Hide  \n \n HP-19\t50%\tAttack Speed-\t10/4 \nStr-6\t50%\tCritical-\t4 \nSkl-9\t65%\tHit-\t111/101 \nSpd-10\t70%\tAvoid-\t23/11(33) \nLuck-3\t40%\tDamage-\t11/14 \nDef-3\t25%\tCritical Avoid\t3 \nRes-2\t10% \n   \n \nSupports: Earth Affinity \n   Spoiler   \n  Hide  \n \n Prince Egon (7/25) \nChet Stamsou (13/25) \nShien-thietal (8/25) \nJoran Halbrook (16/25) \nNoel Firpine (11/25) \n  \n \nWeapon EXP: \n   Spoiler   \n  Hide  \n \n Swords (D): (16/30) \n  \n \nEquipment: \n   Spoiler   \n  Hide  \n \n Iron Sword: (34/50) \nVulnerary: (3/3) \nArmorslayer: (18/18) \n  \n  \n \nNoel Firpine: (Niek) HP 8/18 LV 1: XP 13/100 \n   Spoiler   \n  Hide  \n \n (D8-) Dark 4 Move 7 Con  \nShaman, Level 1  \n \nStats: \n   Spoiler   \n  Hide  \n \n HP-18\t55%\tAttack Speed-\t7 \nMag-7\t50%\tCritical-\t3 \nSkl-6\t35%\tHit-\t97 \nSpd-7\t50%\tAvoid-\t19 \nLuck-5\t35%\tDamage-\t13 \nDef-3\t30%\tCritical Avoid\t5 \nRes-4\t45% \n   \n \nSupports: Light Affinity \n   Spoiler   \n  Hide  \n \n Prince Egon (0/25) \nChet Stamsou (0/25) \nShien-thietal (0/25) \nJoran Halbrook (0/25) \nGerald Henderson (11/25) \n  \n \nWeapon EXP: \n   Spoiler   \n  Hide  \n \n Dark (D): (2/30) \n  \n \nEquipment: \n   Spoiler   \n  Hide  \n \n Flux: (39/40) \nVulnerary: (3/3) \n  \n  \n   Enemy Stats:    Spoiler   \n  Hide  \n \n Sarath: HP 25/25  http://img263.imageshack.us/img263/4...thportrait.png  \n   Spoiler   \n  Hide  \n \n (L11-Fortress) Swords 4 Move 8 Con \nLevel 5 Venin Edge \n \nHP-25\tAttack Speed-\t13 \nStr-11\tCritical-\t4 \nSkl-9\tHit-\t92 \nSpd-13\tAvoid-\t30(50) \nLuck-4\tDamage-\t15 \nDef-7(8)\tCritical Avoid\t4 \nRes-3(4)\t \n  \n \nSoldier 5: HP 23/23 \n   Spoiler   \n  Hide  \n \n (J10-) Lances 4 Move 13 Con \nLevel 4 Steel Lance \n \nHP-23\tAttack Speed-\t5 \nStr-5\tCritical-\t3 \nSkl-7\tHit-\t100 \nSpd-5\tAvoid-\t16 \nLuck-6\tDamage-\t15 \nDef-7\tCritical Avoid\t6 \nRes-2\t \n  \n \nSoldier 6: HP 25/25 \n   Spoiler   \n  Hide  \n \n (H11-) Lances 4 Move 9 Con \nLevel 4 Javelin \n \nHP-25\t22\tAttack Speed-\t5 \nStr-7\t6\tCritical-\t4 \nSkl-8\tHit-\t90 \nSpd-7\tAvoid-\t14 \nLuck-4\tDamage-\t13 \nDef-5\tCritical Avoid\t4 \nRes-1\t \n  \n \nLich 2: HP 5/20 \n   Spoiler   \n  Hide  \n \n (I9) Dark 4 Move 7 Con \nLevel 3 Flux \n \nHP-20\tAttack Speed-\t8\t \nMag-8\tCritical-\t4 \nSkl-8\tHit-\t99 \nSpd-8\tAvoid-\t19 \nLuck-3\tDamage-\t14 \nDef-5\tCritical Avoid\t3 \nRes-3\t \n  \n \nLich 4: HP 22/22 \n   Spoiler   \n  Hide  \n \n (-) Dark 4 Move 7 Con \nLevel 4 Flux \n \nHP-22\tAttack Speed-\t8 \nMag-6\tCritical-\t3 \nSkl-6\tHit-\t97 \nSpd-8\tAvoid-\t21 \nLuck-5\tDamage-\t12 \nDef-4\tCritical Avoid\t5 \nRes-6 \n  \n ', 'role': 'assistant'}]",1.0,1.0,1.0,1.0,1.0,1.0
2303568,roleplayerguild,Just Give Me A Sign,"[{'content': ' Oh Atticus there is clearly a reason that you and Kathleen are so good together. *grabs him and cuddles him next*  Yay for excited Siren!!! I\'m going to try really hard to get this one done today. I already have the flashback with Lia done. If not today then tomorrow.  --  Kat will take off running with Aless and there she stop and turn and look at Atticus. ""Hey Atty this would be a really good spot!"" She\'ll yell back at him before getting in the river. ', 'role': 'user'}
 {'content': ' *Atticus smiles and accepts cuddles* Just remember for Kathleen.  Super estatic! Oh my lord my husband got me my Starset CD. :) I am super pumped right now, and we going to get Chinese food now, so I\'ll be preoccupied for a while. So today, tomorrow no big deal (though tonight would just finish off a perfect day on a high note, but tomorrow will make a good day too, so yeah...)  --  Roland will just look with widened eyes and step to the aide a bit.   Atticus will give her a this up and she. They get to the river he\'ll take off his shirt and start for his pants before asking. ""It doesn\'t bother you guys does it?""   Aless will shake her head and start undressing too. ""What were you talking about a perfect spot?"" ', 'role': 'assistant'}]",9.5,10.0,8.0,6.5,9.0,8.5
7030254,giantplayground,[PF] Talingarde Must Pay: In Character Thread,"[{'content': 'Searching through more of the, Yen finds another bottle of cure light wounds.  Stowing it in her belt, she helps Oghash find the armory.  "" If anyone else needs healing, now is the time to say something. ""     Spoiler: @ Players   \n  Hide  \n \n  \nAnyone who needs healing need just ask.  Aurora will heal you for 1d8+1.  This is only once per day per character, so make sure you use it wisely. \n      Spoiler: @ Amazo   \n  Hide  \n \n Found the potion as per our googlechat convo. \n ', 'role': 'user'}
 {'content': 'At the mention of an exit door to the south, Tritter wastes no time pushing the table back and opening the door, dagger at the ready. ""If we follow the coward we may find his companions."" Tritter enters the room and looks around.', 'role': 'assistant'}]",6.5,7.0,1.5,3.5,2.5,3.5
2404132,roleplayerguild,Supernatural Inn II,"[{'content': '  @Cheshire Cat   @Song Book   ""s..stay away from me!"" Charlie would nearly yell at Alaric not wanting to be anywhere near him. he would look at the women who suddenly came to defend him and smile some but then looked confused as she suddenly changed her attitude and everything as well. ', 'role': 'user'}
 {'content': '  @booksmusicanime   ""Bookstore...""  Fuyu liked reading books, so to be able to have the option of working at a bookstore excited her.  ""Would it be alright if I joined?""  she pointed at herself while trying to keep up with the tour. The Inn was quite big, so she would have to memorize it all if she were to stay here for a small amount of time.  I just need to get used to things, and then I\'ll be okay.   Fuyu glanced at the male who sneaked his way into the group, and smiled at him.  @Slendy   ', 'role': 'assistant'}]",8.5,7.5,6.5,6.5,7.5,6.5
6461571,giantplayground,[3.5E] Heretic's Bane Icewind Dale,"[{'content': ' ""... Clangeddin\'s what?"" Wyatt says back in Dwarven, raising an eyebrow and passing a glance up at Sable, for a moment.', 'role': 'user'}
 {'content': 'Arman wasn\'t sure what to think about channeling magic. He didn\'t think he couldn\'t do it, but he had never done it before either. He discussed wtih Carmard and Arum how they would do it, asking Harold a question or two from time to time. After a bit, everyone nodded their heads in satisfaction. If he could hold and control it, it would work.  Arman had watched Carmard build the circles and was glad of the Protective circle. If he did lose control, that might be the only thing that saves everyone else.  He stepped into the smaller circle in the center, and unrolled the parchment scroll with the spell on it. He set it on a small stand and pulled back the sleeves of his shirt a little bit. He then started the countdown, starting to gather the energies to himself. The scroll was set up a little different than he was used to, and broken up into five different sections. They seems to progress harder as he looked at it.  At the zero mark, they all started to do their seperate hand movements, except Arman, who was copying Carmard and Arum at the same time, a somewhat difficult task as the hand movemements became faster. He started saying the first paragraph, the words also matching the hand movements they were all making. At the end of that, a small burst of light struck all of them as the conduits for power were opened. The circle he stood within, was glowing fiercly.  Arman didn\'t dare blink. It was taking everything to concetrate on the scroll and combine all the hand movements. They repeated what they had just done and added the second verse. Each words were causeing the air around them to glow a white blue color, and now the power could almost be visibly seen by those outside the circle also. The second circle out from Arman is now glowing brightly.  They begin the third round and power can be seen moving from the first and second rings, to include the third ring. The room was growing bright and everyone could soon see details within it. Armans neck itched where his hair was rising, but he put it to the back of his mind.  The beginning of the fourth was harder. His arms were tried from making the hand motions and from fighting and casting spells. He wanted nothing more than to just stop. He kept going. He heard Carmard stumble a little in the words, and saw the bubble around them ripple as the ward was touched by the magic.  It would have killed them all....  Carmard picked it back up again and soon the fourth ring was glowing brightly, causeing the thick, magic filled air to make it hard to see in the circle, or for that matter, within the circle itself. Arman squinted a little to see the scroll in front of him. He could no longer see Carmard and Arum well, but knew they were there, and knew what hand motions they were making. He could feel it through the weave.  It was glorious... and deadly.  The fifth paragraph amde all the circles glow fiercly. The strain of holding so much power within himself was starting to tell. His leg was hurting very badly and he wanted to do nothing more than let go and collapse. But to do so now, would not only kill those in the room, but possibly the whole town. He had to hold the power just a little longer...  Carmard and Arum add their own spells to the spell that Arman was casting, making the power in the room increase rapidly and frightingly. Those who were used to such power, which wasn\'t many, stood and tried to deal with the uncomfortable feelings. The rest ranged anywhere from groaning to sheer howling with terror.  He began another countdown quietly and at the right time, stepped out from his circle. This was the tricky part....  His foot broke the first circle outside his and a large boom followed by the shockwave followed. He almost fell over, but held himself up. He broke the next circle with the same effect. And the one after that. Soon, the only full circles remaining, were the protective one, and the one he was standing in. He turns and heads back to that circle now, becoming fully aware of how little in protection it was offereing him.  Standing in the circle once more, he picks up the keystone in his hands, and with his right foot, breaks the circle around him again.  The force of the magic entereing him, made him scream from the shock and the pain. It was something that almost made him lose his concentration. The only thing that kept that from happening, was the thought of all the people that would be killed if he did.  The light aroud him was becoming blinding as he started to shout, then scream the final words of the spell. His nerves felt afire, and he felt warm. The keystone, surprisingly, felt cool within his hands and he held onto it, pouring the energies into that and picturing the portal. He couldn\'t think of what it looked like...  Mystra help me...    Then he knew. The picture was becoming clearer in his mind. The keystone was getting cooler. he was on fire.... His leg hurt, his hands hurt, his head hurt. He could feel everybone in his body straining to not break from the energies flowing through him. He could feel his hair whipping around his head, as the energies flowed around him in the cyclone, and into the keystone, charging it.  A large crack, loud eough to be heard by the town and possibly those outside it, pierced the room and made it shake.  Then there was nothing. His body still hurt, the nerves all super excited and unable to handle nothing when there was so much before. He looks at the stone in his hands, and grins. It was glowing. The circle was glowing too, the runes etched into the stones all glowing slightly blue. They were all together and in order.  Arman let go of the keystone with one hand and pumped his fist into the air. ""I did it!""   Then the pain really hit. it suddenly felt like a dagger had been shoved into his chest. He gasped for breath and his eyes rolled towards the back of his head. He felt the earth under him, the gritty sand digging into his burned hands.  Then... nothing...', 'role': 'assistant'}]",3.5,3.0,1.0,7.0,6.5,8.5
6295381,giantplayground,Black Crusade 2033 - IC,"[{'content': ""Rakdo seethed with anger at Charon's slaughter of his prey. He was hunger, mouth wet for the kill.  Then he saw the Lieutenant Moving in on the Gargoyles. Yes, that would be a good fight. A Good kill.  Rakdo clicked his commbead once in acknowledgement, and ghosted his way to the Furies' building. This'll be a slaughter."", 'role': 'user'}
 {'content': 'The turbines of his jump pack still cycling down, Charon turned his head in the direction of Nicolai as the lieutenant headed for the Furies\' nest. Leaving the comms-device to Gregor and Merope to figure out, he strode over to where the man stood with no regard for stealth. His shadow fell over the man.  ""The daemons up there are nothing more than beasts,"" he said, ""but the cries of one will attract others. How long do you want to be lingering here, while the dead man\'s friends come looking for us?""   OOC:    Spoiler   \n  Hide  \n \n I think Gregor is waiting on a result from his knowledge check? \n ', 'role': 'assistant'}]",7.0,6.5,8.5,8.0,7.0,7.0
7633966,Elliquiy,Spunky's Cafe (open to all),"[{'content': 'Oh Chevalier! Lovely, absolutely lovely!\xa0 :-* thank you so much for sharing, truly enjoy all your poems!', 'role': 'user'}
 {'content': '   Quote from: Merry Gentry on May 19, 2010, 08:13:11 pm    Oh Chevalier! Lovely, absolutely lovely!\xa0 :-* thank you so much for sharing, truly enjoy all your poems!       Thank you very very much   Keep track of my siggy, I update it whenever I post something there x3', 'role': 'assistant'}]",1.0,1.5,1.5,1.0,1.0,1.5
5472248,giantplayground,[WFRP] The Hour After Midnight (II),"[{'content': ' Pieter   Raffy      Spoiler   \n  Hide  \n \n ""Al...right,"" said the guard in question, very slowly. His eyes flicked sideways to his companion, the two of them staying deathly still. \n \n""Why don\'t you put the pistol down, sir,"" said the second guard, as calmly as he could. ""Nobody needs to get hurt, right?"" \n ', 'role': 'user'}
 {'content': '  Rafale the Sparrowhawk and Pieter Too       Spoiler   \n  Hide  \n \n  \nYou got a real sense of style to you, Pieter, he cringes as the initiate takes action. But he catches the blunderbuss and joins in. \n \n ""Where is the elf girl?""  he demands, pointing the \'bluss at the closer of them.  ""Where is she?""  \n \nHis voice is intense, but not too loud - if there\'re men on the walls he\'d rather they not open fire. \n \n ', 'role': 'assistant'}]",9.5,9.0,8.0,9.0,7.5,7.0
871563,roleplay-by-post,IC - Force & Destiny: Blinded by the Light,"[{'content': ' \n \n The Wyzard said: \n \n \n \n Sungazer  \n \n""Oh.  Oh.  Oooooh. Yes. Well, we can meet at a cafe I know, near the campus."" He gives a time and location. ""Does that work for you?"" \n \n... \n \n Pensa  \n \n""Sure. Any time in the next few days. Just stop by the department and tell the receptionist to buzz me.""\n\t\t \n  Click to expand...  \n \n   Anton Hazard    Anton opines that the date and time work perfectly and that he and his comrades will be waiting anxiously for the meeting.', 'role': 'user'}
 {'content': 'Sarasa calls a taxi speeder for the trip to the University.', 'role': 'assistant'}]",5.5,4.0,1.0,6.0,2.0,1.0
7192454,giantplayground,3SC's Ironfang Invasion IC,"[{'content': ' Ilsa   Ramiel   Ilsa let out a playful salute, but the look in her eyes was a serious one.   \n""I\'m in this with you all until the end."" ', 'role': 'user'}
 {'content': 'Something in Gilraen\'s eyes is different.  There is an eagerness that accompanies his posture that has before been absent- he desires to pursue this task, he does not feel obligated.  With a firm nod, he meets Aubrin\'s hopeful gaze.  "" I will be happy to volunteer. ""  Though he is fairly often one to make use of social pleasantries, there is no doubt that he means it literally in this case.  As the others begin to voice (or gesture) their assent, he enthusiastically joins Narek in deciphering the scouts\' notes and compiling a useful map from the information.  As the minutes tick by, he becomes more and more restless, anxious to begin their gruesome mission.', 'role': 'assistant'}]",9.0,10.0,9.5,8.0,10.0,9.5
3139994,roleplayerguild,Spiritum Aeternum; or The Ramshackle Monster Hunters,"[{'content': ""  I am excited about all this. I can't wait for the story to unfold. I think as soon we start fighting the impending pirates everyone is going to get a chance to show their stripes.  By the way artemisia looks kinda cool  @KingKryent     More than kinda. Great drawing, Macabre. "", 'role': 'user'}
 {'content': ""  I am excited about all this. I can't wait for the story to unfold. I think as soon we start fighting the impending pirates everyone is going to get a chance to show their stripes.  By the way artemisia looks kinda cool  @KingKryent       Snipped quote by KingKryent   More than kinda. Great drawing, Macabre.  @The New Yorker     Thank you, the both of you (:   "", 'role': 'assistant'}]",1.5,1.0,2.0,1.5,1.0,1.5
6591416,giantplayground,Guardians of Gem IC: Who installed an Exalt-magnet?,"[{'content': ' ""Hrm.  We may need to talk later about that.  For now, tell us everything about these men.  What numbers and disposition?  Equipment?  Training?   What are their objectives?  Speak, this is no time for delay."" ', 'role': 'user'}
 {'content': 'Is Shah trying to be helpful ? Ye gods. Glass takes a little while to consider that, listening to the conversation with the rest of her attention. Smith . Hmm.   ""And your friend\'s skills, and... \'particular tricks\'?"" she asks evenly, studying the Twilight. ""We should speak later on how much experience you have in the reality-bending business, and how exactly you intended to help Gem, as well.""   Her gaze falls on Clover, and it occurs to her that was rather... curt. She adds, only a little awkwardly, ""I\'m sure your help will be welcome, though.""      Spoiler   \n  Hide  \n \n OK, it\'s going to be amusing to play Glass-who-now-has-Compassion-3 thanks to Clover guilt-tripping her   \n ', 'role': 'assistant'}]",7.0,9.5,8.5,7.0,8.0,9.5
1116168,roleplayerguild,Rising: A New Age of Gods,"[{'content': ' You are winner! Perfect game!   Of course she was, why wouldn\'t she be? She was the greatest in the world. She was to fast and to furious for you. Her screen name made complete sense after you have played a game with her, whatever the game may be. There wasn\'t a game Kaguya would lose, and hopefully, everybody around the world would know it now, especially since she was a god, or something like that. Honestly, she really wouldn\'t have cared less, but now she would have a far more interesting game to play.  A Battle Royal between gods, the winner winning the right to become The One True God. This had the setup to be the greatest game ever, hopefully off the combatants would be just the same. Most of the time, it isn\'t the game that has become boring, it is the people playing who make it boring. She had high hopes for her competition, even though they should just quit now.  This was nothing more than a game, and nobody beats Kaguya ""2fast2furious4u"" Nakamura at any kind of game.  Oh, right, it was time for her to accept her trophy, prize, and give her victory speech. She knew exactly what she was going to say, and this would be her first move in this glorious battle royal.  Kaguya made her way to a pedestal, removing her earplugs, and putting a smile on her face. While the match was incredibly boring, it would have broke The_Fiend more than his first lost already was. He did try his hardest, but it was irrelevant, he wasn\'t the best. The match was decided way before it begun.  Was it fate?  Not at all, Kaguya was just way better than he was.  "" Ahem, this was a fun tournament, and I want to thank the country of Greece for hosting such an event! I do plan on donating the prize money from this event, as I don\'t really need any money and the people of this great nation deserve it. I want to thank all of my fans for being here to support me in this event. Even if it is just for something like gaming, it really does mean a lot. Hopefully, I will see you all in Beijing. ""  With that out of the way, Kaguya left the building and was on her way to a nearby airport. She had a flight to catch to Beijing, as the next major gaming tournament was going to be held there. She was the best gamer in the world, so of course she would show up to every major gaming tournament in the world. Anyone who would think otherwise would be crushed.  However. . .  She didn\'t want to deal with any unexpected visitors until she was ready. In time she would crush them all, but for now, she needed to relax and prepare her next few moves.  Being The God of Falsehoods was pretty great, and came with a lot of cool things. And, because of that, she could create several billion false god pings all around the world. Some of them were in the ocean, some int he air, and she even sent one to the moon. She really wanted to see if anyone would try that. This would greatly confuse all of the other gods, as they couldn\'t sense any of the others. If every other god becomes horribly confused, Kaguya could easily take advantage of it and easily and systematically wipe out the rest one by one without anyone getting in her way. It was also good cover when she needed to play games, because she needs to do that. . . a lot.  Of course, Kaguya could easily see past her own Falsehoods, but could the rest?  Being Kaguya was great, too bad nobody else could be her.  Sux2suxnewbs', 'role': 'user'}
 {'content': ' Some time later. . .   ""I was unsure if Changmu heard me. Perhaps I was too hasty in my decision to take on that girl."" Charles mused. The wizard walked up towards the steps of the museum, now being used as a safe house from the raiders and gangs that sometimes ransacked houses and other areas where people had left their homes vacant. The evacuation of the area was not total. Outside, after Charles phased himself through the museum doors, he looked out behind him. There was a squad of soldiers marching. . . obviously towards Fairfield. The entire city had gone into a panic. It was being evacuated, but some people were too afraid to leave their homes. Some were being eaten alive. The wizard shuddered at the thought of this actually happening. He turned his head, and started to walk forward, as guns started to point at his head. There appeared to be homeless people, or at least very shabbily dressed folk in the Museum\'s very spacious lounge. This place had it\'s own power supply, and running water, they could remain here for quite some time.  Charles had only one reaction to the guns pointing at his body, he motioned his hands faster than they could pull their triggers, and found their guns now floating in their air, pointing towards them. ""I am a friend. As I understand it, there are some people who can\'t just walk out and leave the city. More than a handful of you are former criminals barely starting a new life. I am an answer for your earnest heart\'s desire to turn around and live with honor.""  One of the former thugs stood up from his comfortable lounge chair and gave Charles a skeptical look. ""What the fuck? What the hell are you doing coming in here like you can talk to us like that? Your mystic juju isn\'t going to make us lick your ball sack.""    Charles gave a smug look.  ""Jason."" He nodded towards them all, naming the ten men who were in the lounge, and winking at the many others who were witnessing the scene in front of them. ""I know you all, and I don\'t need fancy electronic gadgets to spy on you to know all this."" He looked at Jason and referrenced his vulgar statement. ""I don\'t want boot lickers, I want students. Not disciples, but those who would study what I have to teach. You can deal with your problems the way normal people do, maybe with counseling, if you can find some, maybe a Church or other sort of reform, but I have not come to have you ""Lick my ball sack"".    ""If you haven\'t noticed, I\'m not your average street magician. I can tell you all have what it takes to become very upstanding citizens. You also all have very sharpened wits, some of you who seem dumber than any other have the most specialized focus to become renowned minds of the sciences and other important fields of study. Listen. . . please. All I want you to do is consider that I can help you."" He paused for breath and then continued. "" You have taken refuge here in this abandoned museum, for many good reasons. It\'s security systems, it\'s self-sufficiency of electric power, you all have plenty of room for storage, and heck, if you run out of ammunition for long range weapons, there are still swords and weapons of antiquity that are available for your use.""    ""There\'s plenty of food to chow down for, and even sanitary supplies, although I""m sure you had to supply much of that to yourselves. What if I told you I could just get you all out of legal trouble without any effort at all? All of you have bounties on your head, some folks want you dead, others want you in prison, but circumstances presently dictate any prison sentence will be a death sentence, and maybe a rape and/or torture sentence on your heads anyway. What happens when the alert goes away and you\'re stuck here? The walking dead are coming from neighboring Fairfield, and they may well take their entire city and spread out across the local area. If the law doesn\'t eat you alive, the walking dead just may.""    ""Follow me as students, and I will take away your sentences."" They were all skeptical as they saw this. . . ""You need to prove to us that you aren\'t just some charlatan, cult leader or something.""  Jason stated. With that, Charles nodded. ""That\'s a fair request."" Charles blinked, and immediately, the one hundred folk using the Museum as their home for the time being found themselves in the Void. A floating area of space. They were sitting on their chairs or standing up on their feet. All of them looked around. ""What the hell?""    Charles smiled.  ""Relax. .. I can bring it all back."" He waved his hands, and the folk all found themselves in the City Park. ""Any of you who would have rejected my offer are still in the Museum. . . Now, with my final act of magic for a short while, I\'m bringing us all to an area out West, in Phoenix Arizona. . . it\'s far enough away from this ""Zombie"" problem, that we should have time to ourselves."" ', 'role': 'assistant'}]",0.0,0.0,0.0,0.0,0.0,0.0
